,Vehicle Speed[km/h],Timestamp(ms),Acceleration[mph/s]
283,121.93199999999999,5660.563,-24.596453018793646
284,121.71600000000001,5680.564,-6.710471276435481
285,122.32799999999999,5700.569,19.00920029992431
286,122.76,5719.689,14.03934476987509
287,121.93199999999999,5740.566,-24.64411495904694
288,121.28399999999999,5760.559,-20.139469214224462
289,121.536,5780.5650000000005,7.8269265220435615
290,122.004,5800.558,14.54517221027408
291,121.536,5819.684,-15.204518874830026
292,121.14,5840.56,-11.786880436865209
293,121.28399999999999,5860.561,4.473647517624005
294,121.28399999999999,5880.571,0.0
295,120.96000000000001,5900.571,-10.0662101999995
296,120.77999999999999,5920.562,-5.594856685509136
297,120.81600000000002,5940.562,1.1184678000009254
298,120.67200000000001,5960.571,-4.471858863511586
299,120.60000000000001,5979.683,-2.3408702385936326
300,120.52799999999999,6000.563,-2.142658620690148
301,120.456,6019.68,-2.3402579902700436
302,120.348,6040.5650000000005,-3.213218482164321
303,120.168,6059.683,-5.850338947588577
304,120.13199999999999,6080.566,-1.0711754058329686
305,120.02400000000002,6099.676,-3.5116728414433718
306,119.88,6119.684,-4.472082367053832
307,119.808,6140.567,-2.1423508116646683
308,119.66400000000002,6160.58,-4.470965072702489
309,119.62799999999999,6179.68,-1.1711704712051352
310,119.44800000000001,6199.7,-5.5867522477517095
311,119.412,6219.688,-1.1191392835701686
312,119.412,6239.669,0.0
313,119.304,6260.57,-3.2107587196786307
314,119.196,6279.67,-3.5135114136126315
315,119.12400000000001,6299.678,-2.236041183526254
316,118.944,6319.678,-5.592339000000211
317,118.76400000000001,6339.671,-5.594297003951043
318,118.76400000000001,6360.572,0.0
319,118.692,6380.573,-2.236823758812563
320,118.656,6399.683,-1.170557613814359
321,118.47599999999998,6419.6630000000005,-5.597936936937458
322,118.40400000000001,6439.6720000000005,-2.23592943175491
323,118.296,6459.673,-3.3552356382183346
324,118.26,6479.6720000000005,-1.1185237261863121
325,118.11600000000001,6499.687,-4.470518311266408
326,118.152,6519.674,1.1191952769296005
327,118.08,6539.679,-2.2363765058736043
328,117.9,6559.668000000001,-5.595416479063119
329,117.792,6579.715,-3.3475366887815623
330,117.792,6599.688,0.0
331,117.648,6619.677000000001,-4.476333183250848
332,117.576,6639.682,-2.2363765058737055
333,117.46800000000002,6659.669,-3.3575858307892434
334,117.288,6679.67,-5.592059397030745
335,117.21600000000001,6699.667,-2.2372711906782117
336,117.144,6719.678,-2.2357059617211923
337,117.108,6739.676,-1.118579657965811
338,116.96400000000001,6759.693,-4.470071639106527
339,117.0,6779.682,1.1190832958123214
340,116.82000000000001,6799.6990000000005,-5.587589548883014
341,116.64,6819.676,-5.598777594233619
342,116.532,6839.665,-3.357249887438289
343,116.42400000000002,6859.694,-3.350545109590263
344,116.31600000000002,6879.666,-3.360107550570968
345,116.17200000000001,6899.676,-4.471635382308966
346,116.10000000000001,6919.683,-2.2361529464688643
347,115.884,6939.685,-6.710135786421475
348,115.776,6959.674,-3.357249887438289
349,115.63199999999999,6979.676,-4.473423857614317
350,115.63199999999999,6999.677000000001,0.0
351,115.596,7019.68,-1.1183000549913689
352,115.41600000000001,7039.678,-5.5928982898288675
353,115.2,7059.686,-6.708123550580085
354,115.05600000000001,7079.671,-4.477229121840978
355,114.876,7099.679,-5.590102958816738
356,114.696,7119.6810000000005,-5.591779822017895
357,114.51599999999999,7139.673,-5.594576830732707
358,114.22800000000001,7159.674,-8.947295035247603
359,114.048,7179.702,-5.584520671060657
360,113.796,7199.682,-7.837111711711738
361,113.688,7219.694,-3.3533913651809133
362,113.50800000000001,7239.6720000000005,-5.598497347081541
363,113.328,7259.683,-5.589264904302981
364,113.11200000000001,7279.677000000001,-6.712820646193471
365,112.896,7299.678,-6.710471276436669
366,112.68,7319.679,-6.710471276435922
367,112.428,7339.677000000001,-7.830057605760675
368,112.212,7359.678,-6.710471276436228
369,111.996,7379.687,-6.707788295267379
370,111.816,7399.688,-5.592059397029861
371,111.63600000000001,7419.688,-5.59233899999977
372,111.42,7439.679,-6.713828022610433
373,111.24,7459.689,-5.589544227886207
374,110.88000000000001,7479.68,-11.189713371016506
375,110.7,7499.695,-5.588147889083562
376,110.592,7519.746,-3.346868884344983
377,110.48400000000001,7539.675,-3.3673575191928053
378,110.304,7559.682,-5.590382366172161
379,110.16000000000001,7579.705,-4.468732158017977
380,109.98,7599.706,-5.592059397030304
381,109.764,7619.692,-6.715507655359047
382,109.51200000000001,7639.698,-7.826926522042679
383,109.33200000000001,7659.7210000000005,-5.585915197523022
384,109.116,7679.68,-6.724592214039091
385,109.00800000000001,7699.72,-3.3487059880236445
386,108.792,7719.723,-6.709800329950862
387,108.53999999999999,7739.72,-7.830449167375286
388,108.25200000000001,7759.696,-8.95849259110894
389,108.072,7779.697,-5.592059397030304
390,108.036,7799.6900000000005,-1.118859400790297
391,107.82,7819.697,-6.708458839406593
392,107.604,7839.713,-6.705442446043105
393,107.38799999999999,7859.715,-6.710135786421475
394,107.10000000000001,7879.715,-8.947742399999456
395,106.92,7899.722,-5.590382366172161
396,106.776,7919.71,-4.476557134280674
397,106.56,7939.714,-6.7094649070184404
398,106.344,7959.712,-6.711477947794865
399,106.2,7979.734,-4.468955349115715
400,106.02,7999.72,-5.596256379465872
401,105.768,8019.711,-7.832799359711731
402,105.408,8039.712,-11.184118794060165
403,105.264,8059.72,-4.472082367053391
404,105.156,8079.698,-3.359098408248748
405,104.94,8099.72,-6.7034330236742345
406,104.724,8119.723,-6.709800329950419
407,104.58,8139.686000000001,-4.482163201923583
408,104.36399999999999,8159.683,-6.711813572036264
409,104.07600000000001,8179.714,-8.933894862961887
410,103.968,8199.708,-3.356410323096956
411,103.75200000000001,8219.707,-6.711142357117737
412,103.5,8239.725,-7.822234588870302
413,103.32,8259.710000000001,-5.596536402301775
414,103.14,8279.708,-5.5928982898288675
415,102.924,8299.718,-6.707453073463008
416,102.672,8319.713,-7.831232408102721
417,102.492,8339.712,-5.592618630931374
418,102.31200000000001,8359.719000000001,-5.5903823661712115
419,102.132,8379.731,-5.5889856086353635
420,101.952,8399.72,-5.5954164790638155
421,101.808,8419.718,-4.474318631862599
422,101.628,8439.717,-5.592618630931815
423,101.412,8459.721,-6.709464907018746
424,101.124,8479.733,-8.942376973815769
425,100.944,8499.729,-5.593457691538306
426,100.8,8519.733,-4.472976604679051
427,100.584,8539.716,-6.716515838462446
428,100.40400000000001,8559.718,-5.591779822017455
429,100.116,8579.718,-8.947742400000338
430,99.9,8599.735,-6.70510745866001
431,99.648,8619.73,-7.831232408102721
432,99.396,8639.717,-7.834366938509499
433,99.072,8659.718,-10.065706914654106
434,98.46000000000001,8679.710000000001,-19.021561224489453
435,97.956,8699.719000000001,-15.651506022290109
436,97.992,8719.729,1.1179088455773432
437,98.20800000000001,8739.711,6.716851966770358
438,97.848,8759.714,-11.183000549917594
439,97.092,8779.721,-23.479605937922194
440,96.624,8799.725,-14.537173965206476
441,96.408,8819.722,-6.711813572035823
442,96.084,8839.732,-10.061179610194731
443,95.616,8859.723,-14.546627382322164
444,95.11200000000001,8879.715,-15.664815126049982
445,94.68,8899.725,-13.414906146926459
446,94.248,8919.724,-13.422284714235916
447,93.744,8939.708,-15.671086068854938
448,93.31200000000001,8959.725,-13.41021491732002
449,92.736,8979.717,-17.902645858343405
450,92.304,8999.726,-13.415576590534316
451,91.83600000000001,9019.752,-14.521203835014264
452,91.296,9039.718,-16.805586497044878
453,90.828,9059.728000000001,-14.532814992503699
454,90.25200000000001,9079.728000000001,-17.895484799999796
455,89.676,9099.73,-17.893695430458454
456,89.172,9119.747,-15.645250736873946
457,88.66799999999999,9139.713,-15.685214063908521
458,88.128,9159.721,-16.77030887644933
459,87.51599999999999,9179.734,-19.00160155898615
460,86.90400000000001,9199.733,-19.014903345166847
461,86.328,9219.749,-17.881179856115683
462,85.86000000000001,9239.710000000001,-14.568489955411884
463,85.32,9259.727,-16.76276864665113
464,84.744,9279.719000000001,-17.90264585834296
465,84.276,9299.743,-14.52265421494259
466,83.7,9319.745,-17.893695430456383
467,83.16000000000001,9339.717,-16.800537752853955
468,82.8,9359.718,-11.184118794060607
469,82.368,9379.74,-13.406866047348636
470,81.86399999999999,9399.729,-15.66716614137824
471,81.324,9419.745,-16.76360611510646
472,80.82,9439.725,-15.674223423423918
473,80.352,9459.74,-14.529184511616378
474,79.848,9479.721,-15.673438967019003
475,79.416,9499.714,-13.426312809483122
476,78.876,9519.732,-16.76193126186405
477,78.408,9539.709,-14.556821745006307
478,77.94,9559.722,-14.530636486284743
479,77.4,9579.742,-16.76025674325613
480,76.932,9599.728000000001,-14.550266586610164
481,76.464,9619.738,-14.53281499250502
482,75.96000000000001,9639.707,-15.68285762932441
483,75.456,9659.734,-15.63743865781207
484,75.024,9679.712,-13.43639363299693
485,74.52,9699.713,-15.657766311684407
486,73.98,9719.713,-16.777016999999752
487,73.584,9739.710000000001,-12.304991548731591
488,73.188,9759.708,-12.304376237624037
489,72.828,9779.711,-11.18300054991817
490,72.324,9799.716,-15.654635541114075
491,71.82,9819.744,-15.636657878969402
492,71.352,9839.711,-14.564112185106014
493,70.92,9859.726,-13.411554933798888
494,70.488,9879.718,-13.426984393757444
495,70.02,9899.723,-14.536447288178646
496,69.588,9919.737000000001,-13.412225042469643
497,69.12,9939.715,-14.556093102412936
498,68.724,9959.725,-12.296997301349215
499,68.292,9979.717,-13.426984393757444
500,67.86000000000001,9999.717,-13.421613599999626
501,67.464,10019.735,-12.292082925367618
502,67.104,10039.75,-11.176295778166681
503,66.672,10059.728000000001,-13.436393632995708
504,66.31200000000001,10079.724,-11.186915383076611
505,65.952,10099.722,-11.185796579658616
506,65.736,10119.731,-6.707788295266938
507,65.52,10139.721,-6.714163881941298
508,65.088,10159.729,-13.416247101159728
509,64.8,10179.709,-8.956699099098376
510,64.51200000000001,10199.717,-8.944164734105899
511,64.08,10219.741,-13.405526967639721
512,63.61200000000001,10239.743,-14.538627537245647
513,63.288,10259.723,-10.076286486487088
514,62.964,10279.733,-10.061179610194731
515,62.604000000000006,10299.729,-11.186915383076833
516,62.1,10319.726,-15.660898334749417
517,61.739999999999995,10339.735,-11.179647158778744
518,61.344,10359.735,-12.303145799999804
519,61.056000000000004,10379.714,-8.957147404775199
520,60.696,10399.736,-11.172388372789662
521,60.336000000000006,10419.734,-11.185796579657955
522,59.867999999999995,10439.745,-14.532088751186869
523,59.4,10459.72,-14.558279249062277
524,58.967999999999996,10479.732,-13.413565460723214
525,58.53600000000001,10499.729,-13.423627144071647
526,58.176,10519.73,-11.184118794060387
527,57.744,10539.721,-13.427656045220427
528,57.276,10559.744,-14.523379513558535
529,56.916000000000004,10579.732,-11.191392835701754
530,56.519999999999996,10599.732,-12.303145800000244
531,56.124,10619.724,-12.308069027610731
532,55.728,10639.75,-12.287172475781606
533,55.296,10659.725,-13.43841161451797
534,54.828,10679.725,-14.540081399999888
535,54.54,10699.726,-8.947295035248263
536,54.216,10719.723,-10.067720358053954
537,53.892,10739.723,-10.066210199999938
538,53.46,10759.741,-13.409545009491506
539,53.064,10779.725,-12.312996196957357
540,52.704,10799.74,-11.176295778166681
541,52.272,10819.725,-13.43168736552382
542,51.84,10839.758,-13.399504417710993
543,51.443999999999996,10859.729,-12.321011266336711
544,51.12,10879.742,-10.059671413580695
545,50.724000000000004,10899.74,-12.304376237623815
546,50.328,10919.731,-12.308684708118687
547,49.968,10939.732,-11.184118794060165
548,49.608,10959.744,-11.177971217269492
549,49.356,10979.74,-7.830840768153805
550,49.032,10999.742,-10.065203679631992
551,48.636,11019.734,-12.308069027610731
552,48.168000000000006,11039.734,-14.540081399999888
553,47.808,11059.735,-11.184118794060387
554,47.592000000000006,11079.735,-6.710806799999813
555,47.412,11099.736,-5.592059397030304
556,47.052,11119.758,-11.172388372790458
557,46.836,11139.734,-6.71886944333184
558,46.692,11159.747,-4.4709650727029135
559,46.512,11179.739,-5.5945768307322306
560,46.224000000000004,11199.738,-8.948189809490463
561,45.864000000000004,11219.739,-11.184118794060165
562,45.576,11239.773000000001,-8.932557053009345
563,45.252,11259.739,-10.083351898227667
564,45.108,11279.74,-4.473647517624243
565,45.036,11299.749,-2.2359294317555722
566,44.856,11319.75,-5.5920593970300825
567,44.352000000000004,11339.757,-15.653070625281389
568,43.56,11359.747,-24.61860090045054
569,43.308,11379.752,-7.827317770557038
570,43.452000000000005,11399.749,4.47454238135751
571,43.128,11419.74,-10.07074203391543
572,43.019999999999996,11439.761,-3.3518839218820435
573,42.804,11459.745,-6.716179743794721
574,42.372,11479.759,-13.412225042470864
575,41.940000000000005,11499.753,-13.42564129238716
576,41.616,11519.746000000001,-10.069734607112451
577,41.25600000000001,11539.758,-11.177971217270066
578,40.931999999999995,11559.747,-10.071749662314868
579,40.644,11579.759,-8.942376973815328
580,40.392,11599.779,-7.821453146852831
581,40.068000000000005,11619.745,-10.083351898226748
582,39.672,11639.792,-12.274301192199397
583,39.384,11659.749,-8.967021496216612
584,39.096,11679.746000000001,-8.949084762713985
585,38.7,11699.751,-12.300070782304719
586,38.376000000000005,11719.778,-10.052639137164745
587,38.088,11739.768,-8.952218509254843
588,37.62,11759.753,-14.550994645984174
589,37.332,11779.749,-8.949532306461554
590,37.044,11799.754,-8.94550602349379
591,36.684,11819.765,-11.17852980860603
592,36.288000000000004,11839.773000000001,-12.298226509395045
593,35.964,11859.764000000001,-10.07074203391543
594,35.532,11879.775,-13.414235770327323
595,35.136,11899.77,-12.306222355588208
596,34.812,11919.766,-10.068223844769525
597,34.488,11939.766,-10.066210199999938
598,34.128,11959.775,-11.179647158778522
599,33.768,11979.764000000001,-11.190832958126169
600,33.408,11999.768,-11.182441511698203
601,33.012,12019.768,-12.303145800000024
602,32.652,12039.791000000001,-11.171830395045095
603,32.328,12059.769,-10.077295224747589
604,31.968000000000004,12079.779,-11.179088455771975
605,31.607999999999997,12099.77,-11.189713371017168
606,31.319999999999997,12119.776,-8.945058882335575
607,30.96,12139.778,-11.18355964403524
608,30.672,12159.771,-8.950875206322044
609,30.419999999999998,12179.773000000001,-7.828491750824833
610,30.204000000000004,12199.781,-6.708123550579645
611,29.988,12219.773000000001,-6.713492196878832
612,29.628000000000004,12239.796,-11.171830395045998
613,29.412,12259.774,-6.718196816498576
614,29.232,12279.774,-5.592338999999991
615,28.872,12299.784,-11.179088455771975
616,28.512,12319.785,-11.184118794060165
617,28.224,12339.776,-8.95177069681358
618,28.044,12359.788,-5.588985608634635
619,27.828000000000003,12379.773000000001,-6.7158436827617995
620,27.612000000000002,12399.778,-6.709129517620896
621,27.252000000000002,12419.785,-11.180764732343881
622,27.072,12439.811,-5.585078398082639
623,26.784000000000002,12459.778,-8.962530575449142
624,26.532,12479.779,-7.828883155842203
625,26.244,12499.78,-8.947295035248153
626,25.992,12519.788,-7.826144142343102
627,25.740000000000002,12539.781,-7.832015805531747
628,25.488,12559.803,-7.820671860953408
629,25.236,12579.773000000001,-7.841036154230855
630,25.056,12599.781,-5.590102958816518
631,24.948,12619.783,-3.355067893210933
632,24.840000000000003,12639.807,-3.3513817419094054
633,24.876,12659.792,1.1193072804603466
634,24.876,12679.795,0.0
635,24.840000000000003,12699.785,-1.1190273136567725
636,24.768,12719.784,-2.2370474523727264
637,24.516,12739.78,-7.830840768153313
638,24.192,12759.788,-10.062185325869688
639,24.012,12779.775,-5.595976384650246
640,23.94,12799.779,-2.2364883023394153
641,23.94,12819.78,0.0
642,23.976000000000003,12839.79,1.1179088455772415
643,23.976000000000003,12859.782000000001,0.0
644,23.868,12879.78,-3.3557389738975854
645,23.796000000000003,12899.78,-2.236935599999864
646,23.759999999999998,12919.783,-1.1183000549919715
647,23.616,12939.781,-4.474318631862819
648,23.508000000000003,12959.778,-3.3559067860179117
649,23.436,12979.783,-2.2363765058737055
650,23.400000000000002,12999.784,-1.1184118794059503
651,23.364,13019.784,-1.1184678000000423
652,23.328000000000003,13039.801,-1.1175179097766317
653,23.220000000000002,13059.796,-3.3562424606150363
654,23.148,13079.785,-2.238166591625526
